category,status,goal,funded percentage,duration
Music,successful,2700,1.141851852,30
Design,failed,1500,0.157326667,30
Publishing,failed,9000,0,30
Theater,successful,2500,1.1268,18.91
Film &amp; Video,successful,3000,1.019,50
Film &amp; Video,failed,10000,0.04,30
Film &amp; Video,successful,1500,1.078666667,20.34
Music,successful,30000,1.408944333,30
Film &amp; Video,failed,20000,0,45
Art,failed,3000,0.066666667,30.04
Film &amp; Video,successful,3125,1.17632,30.33
Film &amp; Video,failed,15000,0.035866667,90.04
Film &amp; Video,failed,10000,0,30
Music,successful,2000,1.008,30
Film &amp; Video,successful,3500,1.563142857,17.88
Film &amp; Video,failed,25000,0.098,90.04
Publishing,failed,5000,0.045,45
Music,failed,3000,0.101666667,84.5
Film &amp; Video,failed,5000,0.0044,38.64
Music,successful,15000,1.003333333,60.43
Publishing,successful,4000,1.32825,30
Music,successful,11500,1.045913043,30
Music,failed,20000,0.0175,60
Film &amp; Video,successful,7000,1.086464286,26.43
Theater,successful,6000,1.121555,60
Dance,successful,790,1.044303797,10
Dance,successful,1000,1.24,24.55
Art,failed,2000,0.2,25.04
Music,failed,1000,0.333,30
Music,successful,2000,2.0285,34.95
Theater,successful,10000,1.075611,32.34
Art,successful,1000,1,21.99
Music,successful,5000,1.1506,38.96
Film &amp; Video,successful,6000,1.035333333,30
Music,successful,9500,1.106385263,59.29
Film &amp; Video,failed,3100,0.285483871,58.42
Film &amp; Video,successful,3000,1.021166667,30
Theater,successful,3000,1.061,61.62
Music,failed,60000,0.000833333,60
Music,successful,5500,1.005454545,60
Comics,failed,27000,0.005074074,45
Film &amp; Video,successful,3000,1.178666667,30.71
Art,successful,3000,1.11822,30
Theater,successful,2000,1.045,23.7
Music,successful,2500,1.1528,60
Games,successful,500000,1.11132572,31.39
Food,failed,20000,0.03825,84.83
Art,successful,2500,1.008,30
Film &amp; Video,successful,10000,1.0405,60
Publishing,failed,5400,0.258888889,29
Music,successful,3000,1.547213333,40
Publishing,successful,1000,1,88.88
Music,successful,27000,1.034259259,14
Music,successful,5000,1.848092,51.48
Music,failed,1500,0.15666,38.33
Publishing,failed,8000,0.08775,32
Food,failed,5000,0.0672,30
Publishing,successful,3300,1.145757576,44.96
Film &amp; Video,failed,20000,0.001,34.08
Film &amp; Video,successful,55000,1.243395636,30
Film &amp; Video,successful,4500,1.021804444,32
Music,successful,3000,1.066666667,30
Theater,successful,5500,1.206363636,14
Music,successful,12000,3.0645275,50.04
Fashion,failed,5000,0,30
Art,failed,10000,0,45
Film &amp; Video,failed,1000,0.53,29.96
Music,failed,10000,0,90
Film &amp; Video,failed,3000,0,30
Film &amp; Video,successful,6000,1.153333333,45
Film &amp; Video,successful,1200,1.075,30.04
Film &amp; Video,successful,5000,1.280486,31
Design,successful,4000,1.20225,46.12
Music,successful,2500,1.072,30
Film &amp; Video,successful,5000,1.0234,30
Art,successful,1000,1.2,40.97
Music,successful,1000,1,29.96
Music,successful,10000,1.0706,89.96
Publishing,failed,6000,0,30
Publishing,failed,5000,0.005,30
Film &amp; Video,failed,12500,0.4656,40
Food,successful,18000,1.032833333,46.95
Photography,successful,5000,1.0142,50
Music,successful,500,1.08,26.4
Music,successful,7000,2.372982857,30
Dance,successful,3000,1.042666667,30
Music,failed,25000,0.069,34
Art,successful,1000,1.00106,30
Film &amp; Video,successful,2000,1.235045,30
Games,successful,2500,1.094,29.96
Film &amp; Video,successful,2000,1.06579,35.02
Theater,failed,500,0.02,10
Art,successful,5000,1.2316,29.96
Music,successful,3000,1.022333333,30.01
Film &amp; Video,failed,10000,0.3048,32
Publishing,failed,8000,0,59.32
Film &amp; Video,successful,10000,1.264,30
Music,failed,1200,0.229166667,40.04
Photography,successful,1000,1.58,45
Publishing,failed,3000,0.017,31
Design,successful,5000,1.333,30
Music,failed,7658.79,0.284070982,46.41
Comics,failed,19616,0.254792007,81.99
Film &amp; Video,successful,3500,1.003142857,14
Comics,successful,1000,2.744,45
Film &amp; Video,successful,500,1.06,2.98
Music,successful,10000,1.160027,36.96
Film &amp; Video,failed,10000,0,50
Art,successful,30000,1.345633333,60
Film &amp; Video,successful,2300,1.387826087,30
Technology,failed,2500,0,40.45
Art,successful,3500,1.196571429,21
Music,successful,3500,1.027737143,30
Film &amp; Video,successful,8000,1.013375,38.35
Fashion,failed,26000,0.475153846,32.22
Film &amp; Video,successful,15000,1.077693333,16.47
Film &amp; Video,successful,3500,1.035808571,56
Design,failed,18000,0.448,30
Film &amp; Video,failed,25000,0.0554,30
Publishing,failed,7750,0.008387097,45.04
Games,successful,6000,1.721518333,28.29
Music,successful,5000,1.011,30
Film &amp; Video,successful,11000,1.059818182,44
Film &amp; Video,failed,15000,0.077333333,50.9
Film &amp; Video,successful,12500,1.0008,24.45
Theater,successful,2000,1.0015,90
Film &amp; Video,successful,2500,1.420096,29.96
Film &amp; Video,successful,10000,1.020601,49.34
Music,successful,3000,1.039,31.16
Games,successful,770,1.228571429,30
Music,failed,1000,0.045,30
Film &amp; Video,successful,10000,1.159031,60
Publishing,successful,600,1.275,14
Photography,failed,1200,0.376666667,30
Film &amp; Video,failed,24000,0,89.98
Theater,successful,5000,1.0192,30
Film &amp; Video,successful,1000,1.07,15
Film &amp; Video,successful,2478,1.037126715,26.2
Film &amp; Video,failed,14000,0.302142857,45
Music,successful,3000,1.091666667,41
Film &amp; Video,failed,5000,0,60
Theater,failed,5000,0.412,36.19
Film &amp; Video,successful,3500,1.092857143,14.02
Fashion,failed,4000,0.01,60
Food,successful,15000,1.341999333,38.87
Art,successful,10000,1.2373,78.35
Design,failed,10000,0.047001,30
Publishing,failed,5000,0.016,30
Music,successful,1500,1.013333333,31.71
Music,successful,10000,1.0016,60
Film &amp; Video,failed,20000,0.0125,34.96
Film &amp; Video,failed,5000,0,24
Music,failed,2500,0.2,40
Art,failed,1100,0.263636364,40
Publishing,failed,5000,0,30
Art,failed,700,0.142857143,27.78
Games,failed,10000,0.018,29.96
Film &amp; Video,failed,5000,0,60
Music,successful,3000,1.826666667,30
Art,successful,20000,1.04875,39.96
Food,successful,2400,1.539166667,24
Music,failed,4750,0,89.01
Food,failed,16000,0.1271875,60.04
Music,failed,500,0.02,29.67
Film &amp; Video,failed,7500,0.172666667,60
Publishing,failed,2564,0,37.34
Comics,successful,2000,1.06,60.95
Publishing,successful,1000,1.116,30
Photography,successful,15000,1.100666667,56.99
Fashion,successful,3500,1.290571429,25
Film &amp; Video,successful,500,1.07,25.85
Film &amp; Video,successful,2500,1.154,20.91
Music,successful,6000,1.051,49.09
Design,successful,500,1.048,44.96
Music,successful,3000,1.376096667,42.36
Art,failed,1500,0.154,31
Film &amp; Video,failed,3000,0.108333333,44.41
Music,successful,1500,1.823333333,34.96
Music,failed,700,0.222857143,44.07
Film &amp; Video,failed,15000,0.052,33.95
Art,successful,8000,1.013125,60
Music,failed,15000,0.007666667,30.09
Photography,failed,3000,0.033333333,59.92
Publishing,failed,5500,0.535636364,83.48
Publishing,successful,5000,1.098,30
Art,successful,7500,1.222,42.61
Film &amp; Video,successful,6000,1.005,30
Music,successful,1000,2.705,60
Music,successful,800,1.1754375,14
Music,successful,2500,1.01,68.44
Music,failed,10000,0.241,60.04
Music,successful,5000,1.013,62.29
Film &amp; Video,failed,3000,0.066666667,30
Music,successful,6000,1.359708333,45.83
Film &amp; Video,successful,550,1.090909091,30
Film &amp; Video,failed,21000,0.116666667,36
Photography,successful,1500,1.048,30.96
Games,failed,3456,0.269386574,30
Film &amp; Video,successful,1000,1.075,31
Publishing,successful,750,1.073333333,30
Film &amp; Video,successful,1500,1.056666667,60
Music,successful,2000,1.0225,45.88
Publishing,failed,4900,0.104828571,30
Art,successful,5000,1,89.85
Film &amp; Video,successful,3500,1.18,30
Music,successful,3000,1.371433333,45
Music,successful,3000,1.16,60
Film &amp; Video,failed,8000,0.021875,60
Art,successful,7000,1.046428571,66.38
Film &amp; Video,successful,5000,1.025066,44.96
Design,successful,1200,1.079166667,29.96
Publishing,successful,4000,1.189,29.96
Music,successful,1000,2.09001,50.05
Design,failed,35000,0.059571429,45.04
Art,successful,2500,1.0028,30.04
Food,failed,700,0.557142857,31.64
Games,successful,5000,1.171,45.04
Music,successful,5000,2.618232,23.92
Art,successful,1200,1.064166667,60.04
Film &amp; Video,failed,3000,0.07,63.72
Film &amp; Video,successful,7000,1.140142857,59.96
Publishing,failed,2750,0,30
Technology,failed,24000,0.001041667,60
Film &amp; Video,failed,5000,0.0512,74.49
Theater,failed,4000,0.1815,20.54
Film &amp; Video,failed,10000,0.015,76.98
Film &amp; Video,successful,5000,1.271422,32.15
Food,successful,26040,1.189510753,46.95
Dance,successful,5000,1.2918,44.3
Games,successful,1500,1.33414,30
Publishing,failed,16384,0.417402954,20
Art,failed,2000,0,34.96
Photography,successful,14500,1.533517241,45
Comics,successful,3000,1.360333333,60
Music,successful,500,3.85254,30
Photography,failed,600,0.008333333,29.96
Art,failed,8000,0.010625,40.06
Music,successful,5000,1.045,30
Art,successful,4857.33,1.028548606,33.92
Theater,successful,500,2.96,34.98
Photography,failed,1500,0.01,30
Film &amp; Video,successful,5000,1.111,41.6
Music,successful,5000,1.0678,36
Film &amp; Video,failed,12000,0.00625,30
Film &amp; Video,failed,5000,0.3414,37.35
Film &amp; Video,successful,1000,1.716,26.56
Film &amp; Video,successful,7000,1.106111429,31.46
Art,successful,15000,1.018446,47
Publishing,failed,5000,0,40.62
Music,successful,6000,1.084,58.13
Music,successful,7500,1.099569333,48.04
Publishing,successful,5000,1.213032,25
Fashion,failed,6667,0.506074696,30
Games,failed,2500,0.1036,30.96
Dance,failed,1000,0.28,44.18
Theater,failed,3000.2,0.043330445,80.61
Music,failed,6000,0.465166667,30
Music,failed,2000,0.0725,53.38
Games,failed,7500,0.043333333,59.96
Photography,successful,7500,1.3556,30
Photography,failed,2800,0.001785714,54.94
Film &amp; Video,successful,1000,1.045,90.96
Music,failed,500,0.02,30
Photography,successful,5000,1.9132,56
Music,failed,500,0,58.98
Publishing,failed,5000,0.005,30.04
Art,successful,1500,1.404,30
Publishing,failed,5000,0.554,24.52
Film &amp; Video,successful,2750,1.123272727,30
Theater,successful,7000,1.129285714,29.96
Music,successful,1000,1.494,30
Film &amp; Video,failed,10600,0,30
Music,successful,8000,1.01375,56.66
Music,successful,10000,1.0126,89.91
Theater,successful,1250,2.6296,30
Photography,failed,2500,0.242,60.96
Music,failed,50000,0.0006,89.36
Film &amp; Video,failed,5000,0.138,52.51
Music,successful,1500,1.110666667,14.79
Film &amp; Video,successful,1200,1.280833333,16
Music,failed,5000,0.04,53.75
Music,failed,15000,0.150333333,45.04
Film &amp; Video,failed,2500,0.236,15
Games,successful,1500,1.08,29.96
Publishing,failed,6500,0.000923077,37
Music,successful,10000,1.184308,70.39
Photography,successful,3000,1.105,30.97
Music,successful,20000,1.0485005,31.32
Film &amp; Video,successful,2500,1,30.3
Film &amp; Video,failed,5000,0.177,35
Food,failed,2000,0.07,60.91
Art,successful,5000,1.0274,30.03
Music,successful,650,1.153846154,40.38
Music,successful,10000,1.118042,26.83
Publishing,failed,5000,0.082,30
Art,successful,500,2.382,15
Music,successful,2500,1.0188,60
Film &amp; Video,successful,3000,1.147333333,70.23
Music,successful,18000,1.282777778,45
Photography,successful,1000,2.69,28.46
Film &amp; Video,failed,20000,0.0843,45
Technology,failed,9600,0.216145833,51.47
Art,failed,8750,0.013142857,40
Publishing,successful,2500,1.473604,30
Publishing,successful,500,2.11,30
Film &amp; Video,successful,12000,1.576749167,33.29
Music,successful,10000,1.005,38.8
Photography,successful,2200,1.009090909,33.48
Music,successful,7000,2.005074286,42
Film &amp; Video,failed,1000,0.066,79.7
Music,successful,1000,2.779,30
Games,successful,10000,1.033103,59.96
Music,successful,10000,1.011061,30
Music,failed,1500,0.499333333,40
Comics,successful,5000,1.005,89.44
Music,failed,20000,0.098,42.1
Music,successful,8000,1.01775,60
Film &amp; Video,failed,5000,0.104,79
Music,failed,2000,0.0025,30
Publishing,failed,4000,0.05,30
Publishing,failed,2000,0.318,29.96
Publishing,failed,60000,0,35
Games,failed,35000,0,55
Design,successful,15000,1.318928667,59.96
Film &amp; Video,failed,60000,0.001,30
Music,successful,500,1.81726,60.48
Games,successful,5000,1.027,29.96
Fashion,successful,2500,1.0088,26.65
Film &amp; Video,failed,5500,0.173818182,30.04
Film &amp; Video,failed,1200,0.1175,45
Music,successful,2000,1.013575,43.86
Film &amp; Video,failed,4000,0.178,45
Film &amp; Video,failed,16000,0.69375,60.04
Film &amp; Video,successful,6000,1.02615,36.41
Theater,successful,750,1.086666667,38.41
Film &amp; Video,failed,7500,0.1,14.97
Film &amp; Video,successful,3500,1.068571429,30
Music,failed,10000,0.293027,48.35
Publishing,successful,800,1.39125,29
Film &amp; Video,failed,5000,0.1912,25.07
Music,successful,5000,1.002,91
Film &amp; Video,successful,3500,1.617714286,29.96
Art,successful,650,1.923076923,20.55
Music,successful,1000,1.066,30.96
Art,successful,5000,1.031466,45
Publishing,successful,50000,1.02992,30
Film &amp; Video,successful,1800,1.241666667,45
Film &amp; Video,failed,650,0.346153846,25
Film &amp; Video,failed,35000,0.000714286,30
Theater,successful,650,1.076923077,21.37
Film &amp; Video,failed,500,0.054,60
Games,failed,10000,0.019,35
Publishing,failed,2600,0.019230769,87.98
Games,successful,5000,1.8823,60.04
Photography,successful,27000,1.119013333,27
Games,failed,2000,0.0185,52.6
Art,successful,2500,1.388,41.37
Theater,failed,1200,0.2375,40
Music,failed,2000,0.126,27.97
Games,failed,7000,0.038571429,30
Theater,failed,550.53,0,23.68
Publishing,failed,10000,0.1355,60.96
Comics,successful,8500,1.217728235,90.96
Publishing,successful,950,2.236842105,30
Film &amp; Video,successful,4500,1.173333333,30
Art,failed,4650,0,60
Film &amp; Video,successful,3000,1.06,30
Fashion,failed,3000,0.043333333,45.46
Music,successful,1500,1.076666667,10
Music,successful,5000,1.30505,54
Publishing,successful,5500,1.19202,44.96
Music,failed,18500,0.006486486,60
Film &amp; Video,successful,1600,1.07625,20.97
Fashion,failed,10000,0,59.96
Music,successful,1500,1.006666667,30
Publishing,failed,5000,0.023,57.96
Design,successful,500,3.57,24.91
Film &amp; Video,failed,4500,0,49.92
Food,failed,25000,0.002,60.04
Film &amp; Video,failed,10000,0.0525,45
Film &amp; Video,successful,2000,1.2205,30
Dance,successful,2900,1.043103448,19.98
Music,successful,1200,2.1375,32.23
Film &amp; Video,failed,7000,0.245142857,30
Film &amp; Video,failed,10000,0.4338,30
Dance,successful,3000,1.033333333,26.5
Design,failed,5000,0.1064,29.96
Theater,successful,20000,1.10285,30
Music,failed,15000,0.134666667,45.39
Music,successful,1600,1.09,30
Film &amp; Video,failed,600,0.416666667,30
Music,successful,1600,1.62875,30
Film &amp; Video,successful,3500,1.442857143,30
Film &amp; Video,successful,2500,1.062,28.97
Film &amp; Video,successful,1100,1.2913,31.04
Film &amp; Video,successful,3500,1.014285714,30
Publishing,failed,3000,0,88.92
Art,successful,4000,1.06375,62.31
Music,failed,2500,0,60
Film &amp; Video,successful,5000,1.127,30
Art,failed,5400,0.172222222,45.96
Art,failed,1560,0.038461538,43
Publishing,failed,50000,0.01462,59.96
Film &amp; Video,failed,25000,0.044,90.96
Publishing,failed,2500,0.04,30
Publishing,failed,8000,0.07375,60
Design,successful,1000,2.231,15
Publishing,failed,17000,0.000588235,60
Dance,failed,2000,0.0375,30
Music,failed,3000,1.029166667,58.26
Publishing,failed,19300,0.010362694,37.36
Theater,successful,8000,1.03316625,30
Film &amp; Video,failed,3000,0.008333333,33.35
Theater,failed,10000,0.0025,29.96
Music,successful,8000,1.026375,41.85
Film &amp; Video,failed,1500,0.01,30
Publishing,failed,1500,0.018,59.43
Theater,failed,1500,0.026666667,62.09
Film &amp; Video,failed,50000,0.0221,45
Theater,successful,10000,1.0158,45.65
Theater,successful,6000,1.01,31.51
Music,successful,999,1.016016016,20
Publishing,successful,5000,1.2456,46.96
Dance,successful,5000,1.001,56.25
Film &amp; Video,failed,12000,0.173916667,60.04
Film &amp; Video,failed,12000,0.099583333,60
Art,failed,30000,0.037333333,47.96
Music,successful,20000,1.0462845,58.97
Film &amp; Video,failed,73000,0.004109589,30
Film &amp; Video,successful,8000,1.272625,60
Theater,successful,4000,1.0064975,19.62
Technology,failed,54000,0.014740741,54
Publishing,failed,6000,0.6085,27.22
Film &amp; Video,failed,30000,0,59.96
Fashion,successful,8500,1.056,60.96
Design,successful,14000,1.287087857,31.45
Fashion,failed,4800,0,60.04
